NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
JOHNSON MATTHEY,GB00BZ4BQC70,,,256000.0,282000.0,282409.0,272000.0,252757.0,227381.0,240897.0,204848.0,204848.0
CRH PUBLIC LIMITED,IE0001827041,1267000.0,1400000.0,2100000.0,2500000.0,2600000.0,2700000.0,2600000.0,2600000.0,2600000.0,2600000.0,2200000.0
DCC,IE0002424939,23973.0,26000.0,23000.0,21000.0,16000.0,16000.0,16000.0,16000.0,20000.0,20000.0,23794.0
GREENCORE GROUP,IE0003864109,78653.0,71875.0,70707.0,67546.0,67546.0,107754.0,27633.0,24952.0,21892.0,20335.0,21508.0
KERRY GROUP 'A',IE0004906560,327809.0,327809.0,285855.0,280615.0,271072.0,343945.0,322201.0,322201.0,120015.0,25415.0,50269.0
KINGSPAN GROUP,IE0004927939,51100.0,51100.0,36374.0,47526.0,11759.0,71293.0,75935.0,65772.0,71491.0,115353.0,85666.0
ACCENTURE CLASS A,IE00B4BNMY34,232988.0,232988.0,237239.0,237239.0,243773.0,282026.0,281489.0,228373.0,155779.0,164660.0,164660.0
EATON,IE00B8KQN827,663300.0,670000.0,670000.0,806000.0,815000.0,815000.0,834441.0,691117.0,545182.0,545182.0,550076.0
WILLIS TOWERS WATSON,IE00BDB6Q211,,,6505.0,6646.0,13130.0,13367.0,13826.0,12668.0,12668.0,53731.0,26287.0
PERRIGO,IE00BGH1M568,,165703.0,150352.0,150352.0,145395.0,101291.0,93870.0,104343.0,79607.0,88987.0,89455.09
ENDO INTERNATIONAL DEAD - DELIST.02/05/24,IE00BJ3V9050,58552.0,58552.0,58580.0,79904.0,81696.0,76481.0,63774.0,73524.0,85057.0,36208.0,36208.0
PENTAIR,IE00BLS09M33,183154.0,183154.0,176265.0,166262.0,166262.0,123041.0,35967.0,71615.0,62831.0,65776.0,65776.0
MEDTRONIC,IE00BTN1Y115,,172728.0,169640.0,416702.0,425167.0,225841.0,218742.0,218742.0,206947.0,258592.0,125200.0
PERMANENT TSB GHG.,IE00BWB8X525,,,6092.0,1870.0,2717.0,3788.0,3395.0,2816.0,2816.0,2783.0,2783.0
JOHNSON CONTROLS INTL.,IE00BY7QL619,,,109000.0,1487113.0,1711004.0,1315071.0,1299933.0,331236.0,300725.0,331839.0,308046.0
RYANAIR HOLDINGS,IE00BYTBXV33,,,47925.0,51251.0,54901.0,47928.0,47928.0,47403.0,4150.0,4150.0,3349.0
BEZEQ ISRAELI TELECOMMUNICATION,IL0002300114,92298.0,92298.0,82645.0,89266.0,94383.0,104117.0,93023.0,76714.0,83895.0,68691.0,54589.0
NICE,IL0002730112,7465.0,7465.0,5682.0,9187.0,10059.0,13056.0,8403.0,9490.0,7609.0,9545.0,21703.0
ICL GROUP,IL0002810146,,1081166.0,843280.0,916302.0,1167030.0,950954.0,667949.0,667949.0,380000.0,1081177.0,705847.2
ISRAEL CORPORATION LTD.,IL0005760173,2820494.0,2820494.0,779308.0,677737.0,1167030.0,278050.0,244837.0,237991.0,380000.0,466567.0,928196.0
FIRST INTL.BK.OF ISR.,IL0005930388,7945.0,7945.0,5630.0,4862.0,5101.0,6329.0,9290.0,8511.0,9444.0,9444.0,9444.0
LEUMI LTD.,IL0006046119,27153.0,65912.0,41548.0,34090.0,30437.0,38171.0,35938.0,31540.0,28588.0,26058.0,26058.13
BANK HAPOALIM B M LTD.,IL0006625771,81631.0,63668.0,41733.0,44051.0,44051.0,45174.0,40858.0,39591.0,39591.0,35496.0,31527.0
MIZRAHI TEFAHOT LTD.,IL0006954379,32557.0,32557.0,23190.0,24645.0,20185.0,18504.0,16714.0,17736.0,16835.0,16134.0,35738.49
ELBIT SYSTEMS,IL0010811243,58641.0,58641.0,52491.0,105864.0,105864.0,118249.0,109592.0,129751.0,125514.0,125514.0,114481.0
CHECK POINT SFTW.TECHS.,IL0010824113,,24627.0,10606.0,18563.0,21323.0,23325.0,24075.0,24075.0,13702.0,15737.0,7716.0
DELEK GROUP,IL0010841281,189619.0,189619.0,89854.0,54747.0,38054.0,43100.0,63852.0,74044.0,61420.0,155024.0,129066.0
CELLCOM,IL0011015349,56560.0,56560.0,42120.0,43665.0,48505.0,49501.0,51262.0,64624.0,65507.0,74373.0,69722.0
GENERALI,IT0000062072,46871.0,50144.0,57025.0,55885.0,50820.0,47478.0,43306.0,40674.0,47022.0,47022.0,54991.0
MEDIOBANCA BC.FIN,IT0000062957,677.0,0.0,0.0,0.0,358.0,2447.0,892.0,163.0,163.0,6503.0,5534.15
BPER BANCA,IT0000066123,17070.0,17070.0,14020.0,0.0,0.0,11331.0,3865.0,408.0,408.0,399.0,1111.0
INTESA SANPAOLO,IT0000072618,52695.0,46207.0,40225.0,35857.0,35857.0,43461.0,33709.0,15167.0,37645.0,16838.0,18591.0
CATTOLICA ASSICURAZIONI DEAD - DELIST.12/08/22,IT0000784154,13430.0,13430.0,11941.0,1581.0,1581.0,1902.0,1780.0,1384.0,1100.0,1100.0,1100.0
BANCA PPO.DI SONDRIO,IT0000784196,11816.0,11816.0,9696.0,3912.0,3650.0,7659.0,6003.0,5809.0,5809.0,5502.0,5231.0
AUTOGRILL DEAD - DELIST.24/07/23,IT0001137345,331742.0,331742.0,148634.0,164490.0,225589.0,299546.0,106055.0,85857.0,49637.0,49637.0,49637.0
A2A,IT0001233417,176270.0,174853.0,26722.0,126722.0,122286.0,109807.0,108103.0,107439.0,107439.0,109502.0,136887.0
BUZZI,IT0001347308,1517316.0,1517316.0,1431924.0,1334454.0,1494019.0,1639497.0,1703718.0,1621254.0,1563000.0,1526000.0,1468000.0
ARNOLDO MONDADORI EDI.,IT0001469383,12577.0,12577.0,12577.0,12577.0,6366.0,8014.0,4742.0,3676.0,3676.0,3304.0,3000.0
ENEL,IT0003128367,190000.0,636000.0,654000.0,615000.0,388000.0,1090000.0,5370000.0,4990685.0,4310000.0,4023258.0,4023258.0
ENI,IT0003132476,756061.0,672295.0,272044.0,710558.0,650000.0,670000.0,690000.0,730000.0,810000.0,790000.0,730000.0
SNAM,IT0003153415,32241.0,31500.0,31100.0,28280.0,31738.0,34050.0,38000.0,39000.0,31000.0,31000.0,41579.0
TERNA RETE ELETTRICA NAZ,IT0003242622,1662890.0,1712558.0,1771241.0,1807966.0,1772096.0,1617767.0,1598900.0,1612109.0,1612109.0,1735046.0,1530657.7
TELECOM ITALIA,IT0003497168,,763176.0,79006.0,82266.0,770216.0,685178.0,641369.0,458843.0,405235.0,341807.0,232269.0
ATLANTIA DEAD - DELIST.09/12/22,IT0003506190,90121.0,90121.0,78431.0,68124.0,99876.0,94780.0,163562.0,140220.0,74501.0,74501.0,74501.0
LEONARDO,IT0003856405,344404.0,344404.0,107315.0,84668.0,69422.0,65110.0,267468.0,248958.0,248958.0,215907.0,227905.0
UNIPOL GRUPPO FINANZIARIO,IT0004810054,17938.0,17938.0,47464.0,47464.0,15554.0,42571.0,38668.0,38668.0,26288.0,26288.0,28548.0
UNIPOLSAI DEAD - DELIST.03/07/24,IT0004827447,13314.0,13314.0,43260.0,192376.0,192376.0,38937.0,38668.0,29434.0,26271.0,26271.0,26271.0
WPP,JE00B8KF9B49,,157471.0,155367.0,146846.0,146846.0,114234.0,80578.0,61832.0,55990.0,50867.0,50867.0
SUBSEA 7,LU0075646355,128897.0,128897.0,19924.0,10217.0,11373.0,4726.0,6951.0,5347.0,5347.0,2168.0,2317.0
HEINEKEN HOLDING,NL0000008977,666000.0,666000.0,486000.0,513000.0,794192.0,794192.0,718728.0,495000.0,352000.0,352000.0,826705.6
KPN KON,NL0000009082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEINEKEN,NL0000009165,666259.0,666259.0,486000.0,513000.0,794192.0,514000.0,718728.0,755287.0,646949.0,393000.0,689065.6050894927
PHILIPS ELTN.KONINKLIJKE,NL0000009538,387000.0,283000.0,236000.0,204000.0,58000.0,26000.0,14000.0,3000.0,3000.0,2000.0,2137.0
STMICROELECTRONICS,NL0000226223,815085.0,815085.0,748000.0,739000.0,756000.0,791000.0,787112.0,781847.0,780168.0,857000.0,902000.0
AIRBUS,NL0000235190,,423814.0,397855.0,377955.0,422099.0,412570.0,357691.0,313000.0,265000.0,302000.0,279000.0
WERELDHAVE,NL0000289213,12074.0,5620.0,5620.0,10639.0,10960.0,6624.0,244.0,828.0,828.0,269.0,269.0
BAM GROEP KON.,NL0000337319,43957.0,24000.0,15183.0,36421.0,40400.0,32441.0,29257.0,21884.0,20898.0,14308.0,14308.0
SBM OFFSHORE,NL0000360618,6515.0,3861.0,3859.0,3582.0,3608.0,3880.0,3880.0,3429.0,2019.0,2140.0,2140.0
RANDSTAD,NL0000379121,104712.0,104712.0,33018.0,19488.0,19488.0,26840.0,24141.0,15822.0,15822.0,1800.0,1200.0
WOLTERS KLUWER,NL0000395903,28407.0,28407.0,31165.0,24904.0,23960.0,23021.0,22914.0,22973.0,13641.0,16721.0,13657.0
ARCADIS,NL0006237562,24441.0,26914.0,26914.0,28078.0,25344.0,22453.0,14901.0,18154.0,12138.0,7810.0,7810.0
KONINKLIJKE VOPAK,NL0009432491,502594.0,268000.0,260000.0,240000.0,235000.0,252000.0,253668.0,253668.0,237072.0,189040.0,189040.0
ASML HOLDING,NL0010273215,77467.0,91800.0,106600.0,134600.0,148440.0,148440.0,141400.0,139800.0,165100.0,20800.0,15900.0
CORBION NV C,NL0010583399,41763.0,41763.0,89000.0,90000.0,86000.0,83000.0,68000.0,59000.0,49000.0,49000.0,35000.0
KONINKLIJKE AHOLD DELHAIZE,NL0011794037,,,1115995.0,2420000.0,2195000.0,1950000.0,1926000.0,1820000.0,1748000.0,1668000.0,1672000.0
ING GROEP,NL0011821202,,,27000.0,112000.0,103000.0,103000.0,7000.0,4000.0,4000.0,7143.0,8000.0
SCHIBSTED A,NO0003028904,5668.0,53404.0,2946.0,3744.0,1877.0,2288.0,1185.0,1185.0,460.0,628.0,591.0
STOREBRAND,NO0003053605,882.0,479.0,426.0,426.0,341.0,320.0,179.0,164.0,130.0,131.0,131.0
MOWI,NO0003054108,32171.0,35860.0,63774.0,70779.0,92367.0,89661.0,93215.0,162875.0,126285.0,120379.0,120379.0
TGS,NO0003078800,27244.0,35149.0,8085.0,6752.0,5732.0,7759.0,8277.0,7858.0,2119.0,11215.0,9776.1
ORKLA,NO0003733800,127643.0,127643.0,45961.0,54050.0,71770.0,71770.0,64780.0,67000.0,58400.0,52636.0,52636.0
NORSK HYDRO,NO0005052605,3327867.0,3493659.0,5310000.0,5800000.0,5860000.0,5740000.0,5330000.0,4150000.0,4150000.0,1570000.0,1570000.0
TELENOR,NO0010063308,721240.0,782000.0,782000.0,798405.0,952338.0,818899.0,852000.0,855000.0,943418.0,763000.0,763000.0
EQUINOR,NO0010096985,436598.0,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,100000.0,100000.0,100000.0
REC SILICON,NO0010112675,13062.0,13062.0,209582.0,294969.0,294969.0,294969.0,294969.0,137015.0,164052.0,164052.0,164052.0
PGS DEAD - DELIST.02/07/24,NO0010199151,20997.0,19000.0,8000.0,8315.0,9004.0,6000.0,6000.0,6000.0,3000.0,3000.0,3000.0
YARA INTERNATIONAL,NO0010208051,4469812.0,3300000.0,3845824.0,1300000.0,900000.0,1000000.0,900000.0,800000.0,800000.0,800000.0,800000.0
BANCO COMR.PORTUGUES 'R',PTBCP0AM0015,,,46448.0,46448.0,45161.0,41985.0,39518.0,41114.0,31440.0,31440.0,7769.0
EDP ENERGIAS DE PORTUGAL,PTEDP0AM0009,2328000.0,2214333.0,2641000.0,564915.0,802000.0,602000.0,846000.0,594000.0,792000.0,469000.0,288000.0
JERONIMO MARTINS,PTJMT0AE0001,725580.0,805756.0,747975.0,802360.0,845704.0,845773.0,848236.0,838511.0,787100.0,774415.0,769613.0
SONAE SGPS,PTSON0AM0001,189226.0,189226.0,176549.0,222762.0,189517.0,219931.0,133222.0,99826.0,99826.0,130482.0,104403.0
NOS SGPS,PTZON0AM0006,19466.0,19466.0,14461.0,61300.0,49537.0,49537.0,46223.0,50033.0,35630.0,35630.0,43809.0
HENNES & MAURITZ B,SE0000106270,339939.0,330952.0,142225.0,364684.0,630490.0,662739.0,640867.0,564552.0,507170.0,507170.0,464730.0
SKF B,SE0000108227,,520680.0,443940.0,474369.0,605771.0,580209.0,518500.0,466248.0,525849.0,470895.0,447320.0
ERICSSON B,SE0000108656,269700.0,269700.0,183000.0,185000.0,156000.0,134000.0,124000.0,74000.0,58000.0,141636.0,141636.0
RATOS B,SE0000111940,14202.0,14202.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0
SVENSKA CELLULOSA AKTIEBOLAGET SCA B,SE0000112724,1682000.0,1682000.0,1444000.0,1444000.0,25000.0,63000.0,60000.0,50000.0,40000.0,46000.0,46000.0
SKANSKA B,SE0000113250,51323.0,51323.0,49207.0,52704.0,55464.0,55464.0,42987.0,37731.0,35000.0,36000.0,35000.0
TRELLEBORG B,SE0000114837,179000.0,179000.0,191239.0,262700.0,342500.0,342500.0,300600.0,241000.0,241000.0,196654.0,67999.0
SKANDINAVISKA ENSKILDA BANKEN A,SE0000148884,9543.0,8706.0,8706.0,10498.0,10498.0,7458.0,9517.0,1619.0,2852.0,1220.0,1220.0
SECURITAS B,SE0000163594,17626.0,17626.0,22103.0,19986.0,20223.0,23764.0,28229.0,24909.0,25273.0,28389.0,21300.0
ELEKTA B,SE0000163628,4702.0,4702.0,4554.0,4930.0,3396.0,4084.0,1576.0,2505.0,2505.0,6206.0,4744.0
SSAB A,SE0000171100,,1419949.0,1318000.0,1166000.0,1216000.0,1189000.0,1173000.0,1173000.0,1145000.0,1180000.0,1180000.0
INDUSTRIVARDEN A,SE0000190126,29.0,29.0,20.0,22.0,18.0,22.0,26.0,19.0,65.0,8.0,8.0
GETINGE B,SE0000202624,17528.0,17528.0,19735.0,22749.0,22749.0,22749.0,17964.0,10658.0,9619.0,9021.0,5556.0
SWEDBANK A,SE0000242455,26427.0,21985.0,21985.0,16583.0,7771.0,6014.0,6067.0,5331.0,4787.0,4787.0,5065.0
CASTELLUM,SE0000379190,16835.0,16835.0,16971.0,19454.0,48560.0,48560.0,37222.0,18128.0,16418.0,16418.0,31091.0
SANDVIK,SE0000667891,168000.0,168000.0,170000.0,182000.0,181000.0,155000.0,155000.0,128000.0,82000.0,61000.0,63000.0
TELIA COMPANY,SE0000667925,377778.0,322965.0,282100.0,282100.0,243000.0,254000.0,149000.0,149000.0,128000.0,110000.0,90626.0
ALFA LAVAL,SE0000695876,35647.0,56091.0,58154.0,58311.0,59229.0,33250.0,26798.0,26798.0,9723.0,7125.0,5082.0
JM,SE0000806994,2041.0,2041.0,1991.0,1754.0,1428.0,1428.0,1369.0,1136.0,1100.0,1131.0,1131.0
BILLERUD AKTIEBOLAG,SE0000862997,87856.0,25800.0,23900.0,30800.0,1800.0,1800.0,7000.0,7000.0,3000.0,3000.0,84000.0
NOBIA,SE0000949331,19860.0,19860.0,18108.0,14300.0,2900.0,9800.0,9800.0,13600.0,9600.0,9600.0,9033.0
SAS DEAD - DELIST.14/08/24,SE0003366871,30909.0,30909.0,19381.0,18767.0,24200.0,20000.0,19700.0,19700.0,5700.0,5600.0,5600.0
TELE2 B,SE0005190238,73994.0,77307.0,77307.0,167464.0,181472.0,144790.0,145068.0,8602.0,151.0,159.0,167.0
AXFOOD,SE0006993770,,25435.0,23909.0,238929.0,5343.0,9184.0,4016.0,16087.0,20563.0,19887.0,19887.0
ASSA ABLOY B,SE0007100581,,,169001.0,168327.0,181966.0,193187.0,185910.0,172331.0,182356.0,173796.0,166908.0
SVENSKA HANDELSBANKEN A,SE0007100599,,4634.0,4634.0,25352.0,20344.0,12571.0,9150.0,7303.0,5668.0,5460.0,5460.0
AUTOLIV,US0528001094,,208665.0,230956.0,301997.0,276057.0,291572.0,292609.0,283666.0,283666.0,290000.0,313000.0
PARTNER COMMS.ADR 1:1 DEAD - DELIST.22/09/23,US70211M1099,51876.0,51876.0,40553.0,45170.0,42791.0,42748.0,42972.0,52138.0,52583.0,52583.0,52583.0
TEVA PHARMACEUTICAL INDUSTRIES ADR 1:1,US8816242098,594833.0,594833.0,556071.0,455017.0,475038.0,467573.0,404497.0,370018.0,286268.0,286268.0,347000.0
